,state,date,region_name,dailycases,note,CODE_2
467,China,20-02-17,Heilongjiang,12.0,,CHN.11_1
468,China,20-02-18,Heilongjiang,7.0,,CHN.11_1
469,China,20-02-19,Heilongjiang,6.0,,CHN.11_1
470,China,20-02-20,Heilongjiang,6.0,,CHN.11_1
471,China,20-02-21,Heilongjiang,3.0,,CHN.11_1
472,China,20-02-22,Heilongjiang,0.0,,CHN.11_1
473,China,20-02-23,Heilongjiang,1.0,,CHN.11_1
474,China,20-02-24,Heilongjiang,0.0,,CHN.11_1
475,China,20-02-25,Heilongjiang,0.0,,CHN.11_1
476,China,20-02-26,Heilongjiang,0.0,,CHN.11_1
477,China,20-02-27,Heilongjiang,0.0,,CHN.11_1
478,China,20-02-28,Heilongjiang,0.0,,CHN.11_1
479,China,20-02-29,Heilongjiang,0.0,,CHN.11_1
480,China,20-03-01,Heilongjiang,0.0,,CHN.11_1
481,China,20-03-02,Heilongjiang,0.0,,CHN.11_1
482,China,20-03-03,Heilongjiang,0.0,,CHN.11_1
